,날짜,언론사,제목,sentiment
13189,2022.02.03,디지털타임스,"테슬라, 급제동 결함 민원에 美 당국 조사",0
13190,2022.02.03,YTN사이언스,테슬라 급제동 결함 민원 잇따라...美 당국 조사 착수,0
13191,2022.02.03,한국경제TV,"""고속 주행시 이유없이 급제동""…테슬라 당국 조사",0
13192,2022.02.03,아시아경제,"테슬라, 고속 주행 중 갑자기 '급제동' 민원 잇따라…美당국 조사 착수",0
13193,2022.02.03,YTN,테슬라 급제동 결함 민원 잇따라...美 당국 조사 착수,0
13194,2022.02.03,연합뉴스,"테슬라, '이유없이 급제동' 결함 민원 잇따라…미 당국 조사",0
13195,2022.02.03,디지털데일리,"테슬라, ‘유령 제동’ 민원 빗발…美, 조사 착수",0
13196,2022.02.03,연합뉴스TV,"테슬라, 급제동 결함 민원 잇따라…미국 당국 조사",0
13197,2022.02.03,AI타임스,"테슬라, 5만4000대 리콜...끝없는 자율주행 소프트웨어 결함",0
13198,2022.02.03,중소기업신문,"테슬라, 완전자율주행 전기차 결함으로 5만대 리콜",0
13199,2022.02.03,매일경제TV,테슬라 '고속 주행 시 이유 없이 급제동'…미 당국 조사,0
13200,2022.02.03,금융소비자뉴스,"테슬라, 결함 민원 잇따라... 5만4천대 리콜 이어 ""이유없이 급제동 걸려""",0
13201,2022.02.03,MBC,"테슬라, 미국서 80만대 리콜‥안전벨트 경고음 미작동",0
13202,2022.02.03,아시아경제,"테슬라, 안전벨트 경고음 문제로 미국서 82만대 리콜",0
13203,2022.02.03,연합뉴스,"테슬라, 미국서 80만대 리콜…안전벨트 경고음 미작동",0
13204,2022.02.03,KBS,"로이터 “테슬라, 美서 80만대 리콜”…안전벨트 경고음 미작동",0
13205,2022.02.03,한국경제,"테슬라, 안전벨트 경고음 미작동…미국서 80만대 리콜",0
13206,2022.02.03,이데일리,"테슬라, 안전벨트 경고음 미작동…미국서 80만대 리콜",0
13207,2022.02.03,뉴스웨이,"테슬라, 미국서 80만대 리콜…안전벨트 경고음 미작동",0
13208,2022.02.03,싱글리스트,"테슬라, 美서 80만대 리콜…안전벨트 경고음 미작동",0
13371,2022.01.05,동아일보,테슬라 주가도 씽씽… ‘천이백슬라’ 근접,1
13372,2022.01.05,VOA,각국 연일 코로나 기록 경신...신장에 쇼룸 연 테슬라 '인권탄압 동조' 비판,0
13377,2022.01.05,오토타임즈,"또 신기록, 테슬라 작년 93만대 팔았다",1
13378,2022.01.05,한국경제TV,"미국증시, 다우 또 최고치…테슬라 4% 이상 하락",0
13379,2022.01.05,머니S,[뉴욕증시] 美 국채금리 급등에 혼조 마감… JP모건↑·테슬라↓,0
13381,2022.01.05,조선비즈,"‘돈나무 언니’ 캐시 우드, 테슬라 팔고 팔란티어·탤러닥 매수",0
13384,2022.01.05,글로벌이코노믹,"테슬라, 2년연속 1만대 클럽 안착…그 이유는",1
13385,2022.01.05,머니S,"서학개미 '최애주' 테슬라·애플, 주가 고공행진… 향후 전망도 '맑음'",1
13386,2022.01.05,조선일보,"테슬라는 아니다, KB증권이 강력 추천한 미국 주식",0
13387,2022.01.05,뉴스1,美 자동차 시장 지각변동…토요타 1위 등극에 테슬라 질주,1
13390,2022.01.05,뉴스1,친중' 머스크…'위구르족 탄압 의혹' 中 신장에 테슬라 매장 개설,0
13392,2022.01.05,이투데이,"2년 연속 테슬라 담은 서학개미, 수익률도 고공행진",1
13395,2022.01.05,IT비즈뉴스,"테슬라, 질주는 계속된다…지난해 총 93만6172대 인도",1
13396,2022.01.05,노컷뉴스,"도요타, 미국서 첫 1위…현대차 테슬라 약진",1
13397,2022.01.05,핀포인트뉴스,"테슬라, 美 50개州 전체에 ‘슈퍼차저’ 네트워크 확립",1
13400,2022.01.05,글로벌이코노믹,"서학개미, 지난해 순매수 1위 '테슬라'…수익률 1위 '엔비디아'",1
13401,2022.01.05,아시아타임즈,"신장에 판매점 연 테슬라… 美정치권 ""공산당 돕나"" vs 中네티즌 ""뭔가 다른 기업""",0
13405,2022.01.05,아주경제,"엠플러스 주가 5%↑...""테슬라 시총 1.2조 달러 돌파""",1
13409,2022.01.05,중소기업신문,서학개미 '애플·테슬라' 계속 산다,1
13412,2022.01.05,세이프타임즈,"""주행중 트렁크 열릴 수 있다"" 테슬라, 중국에서도 대규모 '리콜'",0
13414,2022.01.05,글로벌경제,"美국채금리 상승에 애플 테슬라주가 하락...다우지수, 사상 최고가 경신",0
13419,2022.01.05,글로벌이코노믹,[뉴욕증시] 국채 금리 급등에 나스닥 1.3%↓…테슬라·엔비디아 등 기술주 급락,0
13420,2022.01.05,핀포인트뉴스,"다우지수 '훨훨' 나스닥지수 '뚝'... 테슬라 하락에 에코프로비엠, 포스코케미칼 등 주목",0
13427,2022.01.05,이코노뉴스,"뉴욕증시, 시장금리 상승 등 호악재 겹치면 혼조세-다우 이틀째 신고가…애플 등 기술주 하락, 테슬라 4%대 급락세-금융주와 여행주 상승",0
13430,2022.01.05,초이스경제,미국증시 나스닥100 '급락'...PACCAR '급등' vs 중국기술주 · 테슬라 '급락',0
13431,2022.01.05,초이스경제,"미국증시 마감 39분전...나스닥-1.25%, 테슬라-4.27%, 애플-0.94%, 포드+11.37%, 10년물금리1.663%",0
13646,2022.01.05,한겨레,"백악관, 신장에 전시장 낸 테슬라에 “인권유린 반대해야”",0
13647,2022.01.05,서울신문,"머스크에 화난 백악관, 테슬라 저격…“인권유린 반대해야”",0
13648,2022.01.05,조선일보,"테슬라, 中신장에 전시장… 백악관·의회서 공개비판",0
13649,2022.01.05,동아일보,"中신장에 대리점 연 테슬라, ‘인권 탄압 옹호’ 뭇매… 백악관도 가세",0
13650,2022.01.05,머니투데이,"美 백악관, 테슬라 비판…""中 인권유린 외면하면 심각한 위험 직면""",0
13651,2022.01.05,조선비즈,테슬라 공개저격한 美 백악관…“中 인권탄압 외면하면 안돼”,0
13652,2022.01.05,연합뉴스,"백악관, 중국 신장에 문 연 테슬라에 일침…""인권유린 반대해야""",0
13653,2022.01.05,뉴스1,中 신장 대리점 연 테슬라 비판하는 백악관 대변인,0
13654,2022.01.05,경향신문,테슬라 중국 신장 대리점 개설에 백악관도 비판···“인권유린 반대해야”,0
13655,2022.01.05,뉴스퀘스트,"""인권유린 외면말아야""...中신장 대리점 개설 테슬라에 일침 놓은 백악관",0
13656,2022.01.05,서울신문,"中 편에 올라탄 머스크, 신장에 테슬라 대리점",0
13657,2022.01.05,SBS Biz,"美 백악관, 中 신장에 문 연 테슬라 공개 비판…“인권유린 반대해야”",0
13658,2022.01.05,한국경제TV,"미국증시, 다우 또 최고치…테슬라 4% 이상 하락",0
13659,2022.01.05,중소기업신문,국채금리 상승에 뉴욕증시 혼조…테슬라 4% 내려,0
13720,2022.02.09,조선비즈,테슬라 이달에만 3번째 리콜… ‘성에 제거 기능 문제’,0
13722,2022.02.09,머니투데이,"""테슬라 中 공장서 일부 칩 제거한 차량 수출"" 폭로 나와",0
13723,2022.02.09,한국경제,"출시 연기된 '테슬라 사이버트럭', 담 넘은 드론에 딱 걸렸다 [영상]",0
13724,2022.02.09,중소기업신문,리비안·테슬라 뛰니 2차전지주도 '들썩',1
13725,2022.02.09,한국경제TV,리콜 이슈에도 오르는 테슬라···장초반 기술주 강세 [뉴욕증시 나우],1
13726,2022.02.09,조선비즈,다시 서학개미 최애 종목 된 테슬라... ‘테슬라봇’ 업고 급반등,1
13727,2022.02.09,뉴스1,"바이든, 취임 1년 만에 ""테슬라, 美 최대 전기차 업체"" 언급…왜?",1
13730,2022.02.09,SBS Biz,"테슬라, 반도체 부족으로 조향장치 부품 제거",0
13732,2022.02.09,중소기업신문,리비안·테슬라 뛰니 2차전지주도 '들썩',1
13733,2022.02.09,글로벌이코노믹,"스웨덴 볼보, 전기차 생산에 ‘테슬라 메가캐스팅 기술’ 도입",1
13735,2022.02.09,이데일리,"LG엔솔, 실적부진에도 테슬라와 미중 갈등이 받쳐준다-현대차",1
13736,2022.02.09,한국경제TV,리콜 이슈에도 오르는 테슬라···장초반 기술주 강세 [뉴욕증시 나우],1
13738,2022.02.09,아시아경제,"[클릭e종목]""엘앤에프, 테슬라 판매 호조로 수익성 개선""",1
13739,2022.02.09,베타뉴스,"테슬라, 기가팩토리 상하이 생산능력 연 100만대로 늘어날 듯",1
13741,2022.02.09,이코노뉴스,"뉴욕증시, 인플레 지표 경계감에도 기술주와 금융주 주도로 상승…애플‧테슬라 1%대 상승, 메타 2%대 하락-펠로톤 25%대 급등",1
13742,2022.02.09,비즈니스포스트,"테슬라 삼성전자와 협력 깊어지나, 오스틴에 배터리공장 설립 움직임",1
13744,2022.02.09,뉴스투데이,"[N2 모닝 경제 브리핑-2월 9일] 美 증시, 인플레이션 경계 속 상승...펠로톤 25%대 급등, 테슬라·리비안↑",1
13747,2022.02.09,글로벌이코노믹,"[뉴욕증시 속보] CNBC 테슬라 모델3 · Y 결함 폭로, 핵심 반도체 빼고 판매",0
13756,2022.02.09,핀포인트뉴스,기업호실적 다우 나스닥지수 훨훨... 테슬라 상승에 삼성SDI LG화학 SK이노베이션 호재?,1
13952,2022.02.09,조선비즈,테슬라 이달에만 3번째 리콜… ‘성에 제거 기능 문제’,0
13953,2022.02.09,아시아경제,성에 제거 기능 문제' 테슬라 2만6000대 리콜,0
13954,2022.02.09,연합뉴스,성에 제거 기능 문제' 테슬라 2만6천대 리콜…이달에만 3번째,0
13955,2022.02.09,MBC,성에 제거 기능 문제' 테슬라 2만6천대 리콜‥이달에만 3번째,0
13956,2022.02.09,국민일보,테슬라 ‘앞 유리 성에 제거’ 문제…美 2만6581대 리콜,0
13957,2022.02.09,KBS,‘성에 제거 기능 문제’ 테슬라 2만6천대 리콜…이달에만 3번째,0
13958,2022.02.09,머니투데이,"테슬라, 성에 제거 SW 오류…美서 2.6만대 리콜",0
13959,2022.02.09,한국경제TV,또' 테슬라 2만6천대 리콜…'성에 제거 기능 문제',0
13960,2022.02.09,한국경제,테슬라 '성에 제거 문제'로 또 리콜…이달에만 세 번째,0
13961,2022.02.09,뉴스웨이,성에 제거 기능 문제' 테슬라 2만6000대 리콜…이달에만 3번째,0
13962,2022.02.09,비즈니스포스트,"테슬라 미국에서 2만6천 대 리콜, 성에 제거 관련 소프트웨어 결함",0
13964,2022.02.09,이투데이,"바이든, 취임 후 첫 테슬라 칭찬...머스크 반응은",1
13965,2022.02.09,연합뉴스,바이든 공식석상서 테슬라 첫 언급…양측 갈등 풀릴까,1
13966,2022.02.09,엠투데이,"테슬라에 굴복한 바이든 대통령, 결국 美 최대 전기차업체로 인정",1
13967,2022.02.09,연합인포맥스,"바이든, 공식 석상서 테슬라 언급…""미국 최대 전기차 제조사""",1
13969,2022.02.09,디지털데일리,"""테슬라는 美 최대 전기차업체"" 추켜세운 바이든…일론 머스크와 화해하나",1
13970,2022.02.09,이데일리,"""테슬라는 미 최대 전기차 제조업체""…바이든, 취임후 첫 공개 언급",1
13971,2022.02.09,이코노뉴스,"테슬라, 백악관과 화해하나…머스크 ""테슬라 무시한다"" 발언에 백악관 ""테슬라는 미국의 중요한 전기차 업체"" 화답",1
13972,2022.02.09,데일리카,"바이든, 취임 후 첫 테슬라 언급..“미국 최대 전기차 메이커” 극찬",1
13973,2022.02.09,핀포인트뉴스,"바이든, 1년 만에 테슬라 전기차 사실상 인정...정책 바뀔까?",1
13974,2022.02.09,ZDNet Korea,"""테슬라는 최대 전기차 업체""…바이든, 취임후 첫 언급",1
13975,2022.02.09,글로벌이코노믹,"바이든 대통령, 마침내 테슬라 미국 최대 전기차 업체로 인정…테슬라 주가 상승 탄력받나",1
13976,2022.02.09,글로벌이코노믹,"바이든, 취임 이후 처음 테슬라 언급…머스크와 관계 개선하나",1
13978,2022.01.12,이데일리,"테슬라, 중국서 12월 7만여대 판매 신기록 '승승장구'",1
13979,2022.01.12,매일경제,"""올해 150만 대 팔아볼까"" 테슬라 5번째 기가팩토리 다음 주 가동한다",1
13980,2022.01.12,뉴스1,머스크 시진핑에 아부할만 했네…테슬라 차량 50% 中서 팔려,1
13984,2022.01.12,ZDNet Korea,"테슬라, 中 공장 인도량 급증…작년 50만 대 육박",1
13985,2022.01.12,SBS Biz,"테슬라, 지난해 12월 中 제조차 7만847대 판매...역대 최대",1
13987,2022.01.12,지피코리아,"테슬라, 홈페이지서 '사이버트럭' 생산일 정보 삭제...또 지연?",0
13988,2022.01.12,연합인포맥스,"모건스탠리, 테슬라 목표주가 1,300달러로 상향 조정",1
13990,2022.01.12,매일경제TV,[특징주] 리비안·테슬라 강세에 2차전지주 동반 상승,1
13992,2022.01.12,코인리더스,"도지코인, BTC 반등·테슬라 호재에 0.15달러 회복...""DOGE 0.28달러 전까지 매수 기회""",1
13995,2022.01.12,베타뉴스,"테슬라, 지난해 12월 중국산 자동차 7만대 이상 판매…사상 최고치 경신",1
13996,2022.01.12,SBS Biz,"[글로벌 비즈 브리핑] 테슬라, 지난해 12월 중국 상하이 공장 생산 車 7만847대 인도...역대 최고",1
14000,2022.01.12,한국일보,"테슬라, 모델 3 및 모델 S 대상으로 47만 5천대 리콜 실시",0
14002,2022.01.12,아시아에이,"유가 급등, 테슬라 0.59%, 리비안 2.59%, 루시드 8.99% 주가 상승",1
14004,2022.01.12,글로벌경제,"대형기술주, 파월의장 발언에 일제히 반등... 애플 1.68%, 테슬라 0.59%, 엔비디아 1.52%↑",1
14005,2022.01.12,핀포인트뉴스,유가급등에 테슬라·리비안·루시드 '훨훨'…전기차 관련주 '촉각',1
14009,2022.01.12,핀포인트뉴스,기술주 상승에 다우· 나스닥지수 훨훨... 테슬라 상승 삼성SDI LG화학 포스코케미칼 훈풍?,1
14011,2022.01.12,더드라이브,테슬라 7인승 SUV 모델X 플레이드 전격 공개,1
14015,2022.01.12,초이스경제,미국증시 마감 40분전...게임스톱·테슬라 '소폭씩 하락' vs 리비안·애플·나스닥 '껑충',0
14173,2022.01.12,조선비즈,"中, 지난해 테슬라 판매량 절반 차지…12월 판매 전년比 3배↑",1
14174,2022.01.12,이데일리,"테슬라, 중국서 12월 7만여대 판매 신기록 '승승장구'",1
14175,2022.01.12,ZDNet Korea,"테슬라, 中 제조차량 월 판매량 7만대 돌파…역대 최고",1
14176,2022.01.12,뉴스1,테슬라 중국서 12월에 차량 7만대 판매…‘사상최고’,1
14177,2022.01.12,머니투데이,"""머스크 '친중' 할만하네""…테슬라 작년 판매 절반이 中",1
14178,2022.01.12,뉴시스,"테슬라, 12월 중국서 7만여대 팔아…역대 최대",1
14179,2022.01.12,디지털데일리,"테슬라, 작년 세계 공급 EV 절반 '중국산'",1
14180,2022.01.12,뉴스웍스,"테슬라, 중국서 승승장구…12월 7만대 판매해 '사상 최대'",1
14181,2022.01.12,연합인포맥스,"테슬라, 12월 중국 제조 전기차 7만대 판매…역대 최대",1
14190,2022.02.23,한국경제TV,"67조 벌어들인 서학개미...""테슬라·애플 고맙다""",1
14191,2022.02.23,조선비즈,"테슬라, 또 인종차별로 소송당해…안전수칙 위반 의혹도",0
14192,2022.02.23,뉴스1,"우크라 위기 고조…테슬라 -4% 리비안 -6%, 美 전기차주 일제 급락(종합)",0
14194,2022.02.23,아시아에이,테슬라 주가 4.14% 급락 821.53달러 기록,0
14199,2022.02.23,머니S,"[뉴욕증시] 우크라이나 사태 악화에 3대 지수 '털썩'… 테슬라, 4%↓",0
14200,2022.02.23,머니S,"[뉴욕증시] 우크라이나 사태 악화에 3대 지수 '털썩'… 테슬라, 4%↓",0
14202,2022.02.23,한스경제,힘 빠지는 테슬라…전기차 왕좌에서 밀려난다,0
14203,2022.02.23,글로벌이코노믹,"뉴욕증시, 우크라이나 불확실성 증가…테슬라 주가 '급락'",0
14212,2022.02.23,비즈니스포스트,"BoA “테슬라 등 기술주 회복 어려워, 엔비디아 애플 MS 매수 추천”",0
14214,2022.02.23,핀포인트뉴스,테슬라 폭락에 삼성SDI SK이노베이션 LG화학 포스코케미칼 초비상?,0
14217,2022.02.23,글로벌경제,"테슬라 4% 하락 대형기술주 성장주 약세...다우지수, 4거래일째 하락",0
14220,2022.02.23,핀포인트뉴스,"뉴욕증시, 시총 상위 종목 줄줄이 하락...애플 1.78%↓ 테슬라 4.14%↓",0
14223,2022.02.23,이코노뉴스,"뉴욕증시, 우크라이나 긴장 고조에 일제히 하락…기술주 부진-애플 1%대, 테슬라 4%대 하락, 홈디포 9%가까이 떨어져",0
14671,2022.01.16,KBS,지난해 수입 전기차 판매 2만 대 돌파…73.8%가 테슬라,1
14672,2022.01.16,서울경제,"테슬라, 사이버트럭 생산 내년 초로 다시 미뤄",0
14737,2022.01.16,KBS,지난해 수입 전기차 판매 2만 대 돌파…73.8%가 테슬라,1
14738,2022.01.16,매일신문,작년 수입 전기차 판매량 2만대 ↑…테슬라가 주도,1
14739,2022.01.16,YTN,작년 수입 전기차 판매 2만 대 돌파..73.8%가 테슬라,1
14740,2022.01.16,SBS,지난해 수입 전기차 판매 2만 대 돌파…최다는 테슬라 모델3,1
14744,2022.01.16,뷰어스,지난해 수입전기차 연간 판매량 2만대 넘어서…테슬라가 74% 차지,1
14745,2022.01.16,한국정경신문,지난해 수입 전기차 판매 '최초' 2만대 돌파..73.8%가 테슬라,1
14752,2022.01.01,한국경제TV,미국증시 마지막날 하락…'무더기 리콜' 테슬라 휘청,0
14755,2022.01.01,헬로티,"테슬라, 반도체 부족에도 차량생산 80% 늘린 비결은?",1
14756,2022.01.01,서울경제,"애플·메타·테슬라 '기호지세'···""현금 보유·성장성 매력적""",1
14757,2022.01.01,직썰,"테슬라, 美 전기차 47.5만대 리콜…작년 판매량 수준·자발적 리콜 사상최대",0
14758,2022.01.01,베타뉴스,"테슬라 2022년형 모델3 및 모델Y 인포테인먼트 시스템, AMD 라이젠 칩 탑재",1
14759,2022.01.01,연합뉴스TV,미국·중국서 테슬라 67만여대 리콜…후방카메라·보닛 결함,0
14760,2022.01.01,에너지경제,"모더나 140%↑, 테슬라 50%↑...코로나에도 미국 주식 '훨훨'",1
14762,2022.01.01,연합인포맥스,"배런스 ""도이치방크, 테슬라 목표가 1천200달러로 상향""",1
14763,2022.01.01,스포티비뉴스,"[그날, 오늘]손지창, 테슬라 급발진 사고…강성훈, 젝스키스 퇴출",0
14764,2022.01.01,글로벌경제,"테슬라, 중국서도 20만대 리콜로 하락...뉴욕증시, 오미크론 확산에 약세로 마감",0
14767,2022.01.01,이코노뉴스,"뉴욕증시, 오미크론 변이 확산 우려과 차익실현 매물에 하락, 애플 등 기술주 약세, 테슬라 1%대 하락-월마트 1%대 상승",0
14768,2022.01.01,핀포인트뉴스,다우지수· 나스닥지수 이틀 연속 하락... 테슬라 필라델피아반도체지수 '휘청',0
14773,2022.01.01,초이스경제,"2021 마지막 날...미국증시 나스닥100 '하락', 모더나 '상승' vs 메타·테슬라·재택주 '하락'",0
14822,2022.01.01,한국경제TV,미국증시 마지막날 하락…'무더기 리콜' 테슬라 휘청,0
14823,2022.01.01,중소기업신문,"뉴욕증시, 마지막 거래일 하락세…테슬라 1%↓",0
14831,2022.02.24,한국경제,칠백슬라' 된 테슬라…분할매수의 시간?,0
14832,2022.02.24,뉴스1,‘우크라 위기’ 테슬라 7%-리비안 8% 美전기차주 일제 급락(종합),0
14833,2022.02.24,머니투데이,"테슬라, 떨어져 샀더니 4일간 17% 급락…서학개미 멘탈 '흔들'",0
14834,2022.02.24,매경이코노미,테슬라 7% 급락하며 '칠백슬라'로...우크라 영향? 머스크 리스크?,0
14837,2022.02.24,YTN,"""테슬라 4년간 도어 관련 결함 1,870건...모델S 최다""",0
14839,2022.02.24,서울경제,테슬라 급락에 韓배터리주 털썩…LG엔솔 시총 100조 붕괴,0
14840,2022.02.24,글로벌이코노믹,"테슬라, 美청정공기법 위반 벌금 3억3000만원 합의",0
14841,2022.02.24,머니투데이,러·우크라 불안에 '연중최저'...테슬라 800弗하회[뉴욕마감](종합),0
14842,2022.02.24,글로벌이코노믹,"테슬라, 美청정공기법 위반 벌금 3억3000만원 합의",0
14843,2022.02.24,한국경제TV,"뉴욕증시, 우크라 전면전 우려에 연중최저…테슬라 7%↓ [출근전 꼭 글로벌브리핑]",0
14844,2022.02.24,초이스경제,"美 테슬라 '급락' 이어...국내 2차전지주, '장중 주가 하락'",0
14845,2022.02.24,중소기업신문,우크라 사태에 뉴욕증시 또 하락…테슬라 7%↓,0
14846,2022.02.24,더팩트,"뉴욕증시, 우크라 우려에 또 하락…테슬라 7%↓",0
14847,2022.02.24,소비자가 만드는 신문,"AS센터 달랑 9곳, 사설 수리 불허...테슬라 AS갑질에 소비자들 부글부글",0
14848,2022.02.24,글로벌경제,"[데이터경제] 테슬라, 성장속도 둔화하나...독일 기가팩토리 계획 차질",0
14850,2022.02.24,뉴스1,"[속보] 우크라 위기+백악관과 갈등, 테슬라 7% 급락",0
14851,2022.02.24,더구루,테슬라 상하이 공장 가동률 끌어 올린다…대규모 인력 고용,1
14852,2022.02.24,베타뉴스,"테슬라 모델 Y, 2022년 카스닷컴 최고 전기차에 선정…2위는 포드 머스탱 마하-E",1
14853,2022.02.24,더구루,테슬라 '타이어 공기압 조절' 특허 취득…세미 채용 이목,1
14855,2022.02.24,뉴스투데이,"[N2 모닝 경제 브리핑-2월 24일] 美 증시, 우크라 전쟁 공포 속 하락...테슬라·리비안·루시드↓",0
14859,2022.02.24,글로벌이코노믹,"中 중고차 가격 급등…테슬라 모델Y 중고가, 신차 앞질러",1
14861,2022.02.24,글로벌경제,테슬라 7% 엔비디아 4.3% 급락...대형기술주 성장주 하락 지속,0
14862,2022.02.24,디지털데일리,미 증시 급락… 러 사태에 반도체 직격탄 ‧ 테슬라도 800달러선 붕괴,0
14864,2022.02.24,핀포인트뉴스,테슬라·리비안·루시드 '패닉셀'…뉴욕증시 '휘청',0
14865,2022.02.24,한국금융신문,"뉴욕증시, 우크라이나 위기 고조에 일제히 하락…테슬라 7%↓",0
14868,2022.02.24,내외경제tv,"美증시, 러시아-우크라 전쟁 임박에 '와르르'…테슬라·리비안 '충격'",0
14869,2022.02.24,뉴스투데이,"[투자의窓] 서학개미 15조 보유 테슬라, 바닥 밑에 지하실 실감 우크라아니 전쟁 여파 개장전 700달러 깨져",0
14871,2022.02.24,핀포인트뉴스,"뉴욕증시, 시총 상위종목 급락...애플 2.59%↓ 테슬라 7% '폭락'",0
14872,2022.02.24,글로벌이코노믹,[뉴욕증시] 우크라 전면전 공포 장 막판에 '털석'...다우 연중 최저-테슬라 7% 폭락,0
14874,2022.02.24,핀포인트뉴스,다우· 나스닥 5거래일 연속 '뚝'... 테슬라 폭락에 삼성SDI LG화학 SK이노베이션 등 직격탄?,0
14875,2022.02.24,뉴스퀘스트,러시아-우크라 '전쟁 임박'에 뉴욕 증시 연일 약세…테슬라·애플·MS 급락,0
14878,2022.02.24,초이스경제,"뉴욕증시 마감 40분전...4대지수·테슬라·모더나·AMD·애플 '급락', S&P에너지섹터 '홀로 상승'",0
15066,2022.01.28,조선비즈,테슬라 공급망 문제 지속 경고에 美전기차주 10% 이상 ‘동반 폭락’,0
15067,2022.01.28,한국경제,"美 증시, FOMC 여파로 변동성 여전…테슬라 11% 넘게 내려 [뉴욕증시 브리핑]",0
15068,2022.01.28,연합뉴스,"테슬라, 칩 부족 경고에 11% 급락…시가총액 131조원 증발",0
15069,2022.01.28,매일경제,"깜짝실적은 똑같은데…애플 주가는 급등, 테슬라는 폭락",0
15070,2022.01.28,뉴스1,LG엔솔·삼성SDI 등 2차전지株 폭락…테슬라 하락 영향,0
15071,2022.01.28,이데일리,"[뉴스새벽배송]뉴욕증시, 연일 하락…테슬라, 사이버트럭 또 연기",0
15072,2022.01.28,오토타임즈,"테슬라 모델 3·기아 니로, ""내가 제일 잘나가""",1
15073,2022.01.28,ZDNet Korea,"테슬라, 호실적에도 신차 출시 지연에 주가 11% 이상 폭락",0
15074,2022.01.28,중앙일보,"애플은 '최대실적' 웃었는데, 테슬라는 131조 증발…무슨일",0
15075,2022.01.28,머니투데이,테슬라 11% 급락하자…국내 2차전지 관련주 6~8% 급락,0
15076,2022.01.28,ZDNet Korea,"테슬라, 호실적에도 신차 출시 지연에 주가 11% 이상 폭락",0
15077,2022.01.28,중앙일보,"애플은 '최대실적' 웃었는데, 테슬라는 131조 증발…무슨일",0
15079,2022.01.28,머니투데이,테슬라 11% 급락하자…국내 2차전지 관련주 6~8% 급락,0
15080,2022.01.28,머니S,[뉴욕증시] 공급망 우려에 하락… 테슬라 11%·인텔 7% '급락',0
15082,2022.01.28,디지털데일리,"사상 최대 실적에도 테슬라 급락 …‘공급망 문제’ 재소환, 반도체도 악영향",0
15083,2022.01.28,중앙일보,"테슬라, 순익 6조6000억원 685% 폭증",1
15084,2022.01.28,뉴스핌,"[홍콩 시황LIVE] 신차 출시 지연 '테슬라', 테마주 무더기 하락",0
15085,2022.01.28,글로벌경제,"테슬라, 11% 넘게 폭락...뉴욕증시, 일제히 하락세 지속",0
15086,2022.01.28,인사이트,한달새 25% 급락해 서학개미들 눈물 쏟게 만들고 있는 테슬라 주가 상황,0
15089,2022.01.28,이코노믹리뷰,"테슬라, 시총 131조원 증발…신차 없고 반도체도 모자라",0
15090,2022.01.28,머니투데이,롤러코스터' 美증시...테슬라 11%↓인텔 7%↓[뉴욕마감](종합),0
15092,2022.01.28,전기신문,사상 최대 순익에도...테슬라 못 웃는 이유는?,0
15093,2022.01.28,한국경제TV,"긴축우려에 투심 악화, 3대지수 동반하락…테슬라 11% 폭락 [출근전 꼭 글로벌브리핑]",0
15094,2022.01.28,글로벌경제,"[데이터경제] 테슬라, 펀더먼털 '이상 無!'...주가 회복 전망 많아",1
15096,2022.01.28,데일리카,"6.6조 수익 올린 테슬라, “새해 신차 없다!”..자율주행·로보택시에 집중",1
15097,2022.01.28,비즈니스포스트,"뉴욕증시 3대 지수 모두 하락, 일론 머스크 발언에 테슬라 주가 폭락",0
15098,2022.01.28,초이스경제,하나금융투자가 진단한 테슬라 주가 급락 3가지 이유는?,0
15099,2022.01.28,데일리카,보급형 전기차 보류한 테슬라..물건너간 3000만원 전기차 계획,0
15101,2022.01.28,뉴스1,"[속보] 테슬라 11.55% 폭락, 829.10 달러에 마감",0
15103,2022.01.28,더구루,"테슬라, 배터리 특허 獨 생산 '모델Y'에 대거 적용",1
15104,2022.01.28,뉴스1,[속보] 테슬라 11% 폭락하자 루시드도 덩달아 14% 폭락,0
15112,2022.01.28,중소기업신문,FOMC 소화한 뉴욕증시 또 하락…테슬라 11%↓,0
15113,2022.01.28,글로벌이코노믹,"넥슨‧테슬라‧스퀘어 등 26개 기업, 비트코인 가격 급락으로 70억 달러 손실",0
15114,2022.01.28,내외경제tv,"美증시, 긴축 공포에 나스닥 '휘청'…테슬라 -11% '폭락'",0
15115,2022.01.28,글로벌이코노믹,[뉴욕증시] 긴축 공포로 '출렁'… 테슬라 11.55% 폭락,0
15116,2022.01.28,NSP통신,"테슬라, 순이익 컨센서스 5.8% 상회",1
15117,2022.01.28,핀포인트뉴스,디와이 14% 하락…테슬라 주가 폭락 영향?,0
15118,2022.01.28,핀포인트뉴스,"테슬라·루시드·리비안, 주가 10% 이상 일제 폭락…무슨 일?",0
15119,2022.01.28,청년일보,"[헤드라인]""테슬라 '팔백슬라'로"" 시가총액 131조원 증발...""교도관에 간식비 165만원"" 김만배 '김영란법 위반' 기소 外",0
15127,2022.01.28,뉴스투데이,"[N2 모닝 경제 브리핑-1월 28일] 美 증시, 긴축공포 속 하락...테슬라 11% 급락·넷플릭스 7% 급등",0
15129,2022.01.28,핀포인트뉴스,"美 성장률 최고치에 유럽증시 '훨훨'... 다우· 나스닥 꿈틀, 테슬라는 8.26% 폭락중",0
