"날짜","언론사","제목","링크"
"2022.01.16","청년일보","[증권 리포트] 지난주 리포트 모아보기...""IT패널·OLED로 체질개선"" 한화證, LG디스플레이 목표주가 상향 外","http://www.youthdaily.co.kr/news/article.html?no=90573"
"2022.01.16","ZDNet Korea","테슬라, 로펌에 머스크 조사한 변호사 해고 요구","https://zdnet.co.kr/view/?no=20220116130319"
"2022.01.16","연합뉴스","테슬라, 로펌에 머스크 조사했던 SEC 출신 변호사 해고 요구","http://yna.kr/AKR20220116018200009?did=1195m"
"2022.01.16","SBS","테슬라, 로펌에 머스크 조사했던 SEC 출신 변호사 해고 요구","https://news.sbs.co.kr/news/endPage.do?news_id=N1006606510&plink=ORI&cooper=NAVER"
"2022.01.16","서울경제","테슬라, 머스크 조사했던 증권위원회 출신 변호사 해고 요구","https://www.sedaily.com/NewsView/260VYX0Y9U"
"2022.01.16","아시아경제","""'머스크 조사' SEC 출신 변호사 해고해""… 테슬라, 로펌에 요구","https://view.asiae.co.kr/article/2022011610342406140"
"2022.01.16","라디오코리아","테슬라, 로펌에 머스크 조사했던 변호사 해고 요구","https://www.radiokorea.com/news/article.php?uid=379546"
"2022.01.16","조선비즈","테슬라, 업무계약 로펌에 “머스크 조사했던 변호사 해고하라” 압박","https://biz.chosun.com/international/international_economy/2022/01/16/A5GXUOLMCNEMLMKQKUGRGDUHYA/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.01.16","이데일리","머스크의 ‘갑질’…담당 로펌에 “SEC 출신 변호사 해고해라”","http://www.edaily.co.kr/news/newspath.asp?newsid=01918806632198376"
"2022.01.16","이데일리","중국산 자동차 잘 팔리네…한국 수출량 넘어서나","http://www.edaily.co.kr/news/newspath.asp?newsid=01433366632198376"
"2022.01.16","연합뉴스","중국 자동차 수출, 한국 따라잡아…지난해 200만대로 90%↑","http://yna.kr/AKR20220114177500009?did=1195m"
"2022.01.16","한국경제TV","한국 따라잡은 中 자동차 수출...누가 타는거야?","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202201160004&t=NN"
"2022.01.16","매일신문","중국에도 밀리나…중국 자동차 수출 처음 200만대 넘겼다","https://news.imaeil.com/page/view/2022011607171120976"
"2022.01.16","아시아경제","중국, 한국 추월하나?…中 자동차 수출대수 年 200만대 돌파했다","https://view.asiae.co.kr/article/2022011607364404527"
"2022.01.16","매일경제","한국 자동차 수출 중국에 따라잡혔다","http://news.mk.co.kr/newsRead.php?no=46149&year=2022"
"2022.01.16","헤럴드경제","中 자동차 수출, 단번에 韓 따라잡았다…지난해 200만대로 전년比 90%↑","http://news.heraldcorp.com/view.php?ud=20220116000005"
"2022.01.16","톱스타뉴스","중국 자동차 수출, 내년엔 한국 추월…지리·창청 브랜드 약진, 지난해 201만대로 90%↑","http://www.topstarnews.net/news/articleView.html?idxno=14664362"
"2022.01.16","한국무역신문","한국차 추격하는 중국차... 작년 수출200만대로 90% 증가","http://www.weeklytrade.co.kr/news/view.html?section=1&category=136&item=&no=78307"
"2022.01.16","KBS","지난해 수입 전기차 판매 2만 대 돌파…73.8%가 테슬라","https://news.kbs.co.kr/news/view.do?ncd=5373675&ref=A"
"2022.01.16","매일신문","작년 수입 전기차 판매량 2만대 ↑…테슬라가 주도","https://news.imaeil.com/page/view/2022011615544644094"
"2022.01.16","YTN","작년 수입 전기차 판매 2만 대 돌파..73.8%가 테슬라","https://www.ytn.co.kr/_ln/0102_202201160845283513"
"2022.01.16","SBS","지난해 수입 전기차 판매 2만 대 돌파…최다는 테슬라 모델3","https://news.sbs.co.kr/news/endPage.do?news_id=N1006606473&plink=ORI&cooper=NAVER"
"2022.01.16","조선비즈","지난해 수입 전기차 판매량 2.4만대… 전년比 59% 증가","https://biz.chosun.com/industry/car/2022/01/16/RTVTJCWJYJEYDKNX6K5WUWBH2M/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.01.16","아시아경제","수입 전기차도 불티나게 팔린다…59% 급증","https://view.asiae.co.kr/article/2022011614153376325"
"2022.01.16","동아일보","韓, 노르웨이와 함께 ‘전기차 10만 클럽’에…전년 대비 2배 이상 증가","https://www.donga.com/news/article/all/20220116/111268034/1"
"2022.01.16","뷰어스","지난해 수입전기차 연간 판매량 2만대 넘어서…테슬라가 74% 차지","http://theviewers.co.kr/View.aspx?No=2181320"
"2022.01.16","한국정경신문","지난해 수입 전기차 판매 '최초' 2만대 돌파..73.8%가 테슬라","http://kpenews.com/View.aspx?No=2181323"
"2022.01.16","연합뉴스","작년 수입 전기차 판매 2만4천대…전년 대비 59.2% 늘어","http://yna.kr/AKR20220114172600003?did=1195m"
"2022.01.16","디지털타임스","작년 수입 전기차 판매 2만대 돌파","http://www.dt.co.kr/contents.html?article_no=2022011602109932064002&ref=naver"
"2022.01.16","신아일보","수입 전기차, 2만대 돌파…전년대비 60% 증가","http://www.shinailbo.co.kr/news/articleView.html?idxno=1506106"
"2022.01.16","대한경제","작년 수입 전기차 시장 껑충…2만4168대 판매해 59.2% 증가","https://www.dnews.co.kr/uhtml/view.jsp?idxno=202201160936052880462"
"2022.01.16","천지일보","지난해 수입 전기차 판매 2만대 돌파… 전년比 59.1%↑","http://www.newscj.com/news/articleView.html?idxno=941698"
"2022.01.16","연합뉴스TV","작년 수입 전기차 판매 2만4천대…첫 2만대 돌파","http://www.yonhapnewstv.co.kr/MYH20220116008700038/?did=1825m"
"2022.01.01","한국경제TV","미국증시 마지막날 하락…'무더기 리콜' 테슬라 휘청","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202201010004&t=NN"
"2022.01.01","이투데이","테슬라, 연간 50% 상승하며 마감...올해 주가 전망은","https://www.etoday.co.kr/news/view/2092308"
"2022.01.01","한경비즈니스","“테슬라·아우디도 반했다” 전기차 시대 강자 노리는 한국앤컴퍼니그룹","https://magazine.hankyung.com/business/article/202112292168b"
"2022.01.01","헬로티","테슬라, 반도체 부족에도 차량생산 80% 늘린 비결은?","https://www.hellot.net/news/article.html?no=64688"
"2022.01.01","서울경제","애플·메타·테슬라 '기호지세'···""현금 보유·성장성 매력적""","https://www.sedaily.com/NewsView/260P2GCMO5"
"2022.01.01","직썰","테슬라, 美 전기차 47.5만대 리콜…작년 판매량 수준·자발적 리콜 사상최대","http://www.ziksir.com/news/articleView.html?idxno=20277"
"2022.01.01","베타뉴스","테슬라 2022년형 모델3 및 모델Y 인포테인먼트 시스템, AMD 라이젠 칩 탑재","http://www.betanews.net:8080/article/1300689.html"
"2022.01.01","연합뉴스TV","미국·중국서 테슬라 67만여대 리콜…후방카메라·보닛 결함","http://www.yonhapnewstv.co.kr/MYH20220101003200038/?did=1825m"
"2022.01.01","에너지경제","모더나 140%↑, 테슬라 50%↑...코로나에도 미국 주식 '훨훨'","https://www.ekn.kr/web/view.php?key=20220101000957359"
"2022.01.01","머니투데이","[2022 증시]""삼성전자와 함께 뜰 주식""…전문가가 콕 찍은 종목들","http://news.mt.co.kr/mtview.php?no=2021123116005797208"
"2022.01.01","연합인포맥스","배런스 ""도이치방크, 테슬라 목표가 1천200달러로 상향""","http://news.einfomax.co.kr/news/articleView.html?idxno=4191601"
"2022.01.01","스포티비뉴스","[그날, 오늘]손지창, 테슬라 급발진 사고…강성훈, 젝스키스 퇴출","https://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=462196"
"2022.01.01","글로벌경제","테슬라, 중국서도 20만대 리콜로 하락...뉴욕증시, 오미크론 확산에 약세로 마감","http://www.getnews.co.kr/news/articleView.html?idxno=566581"
"2022.01.01","이데일리","[다름이 답이다]혁신제품 만들려면…""문화·이미지부터 바꿔라""","http://www.edaily.co.kr/news/newspath.asp?newsid=01180806632193456"
"2022.01.01","공감신문","[김도진의 북 리뷰] 21세기를 위한 21가지 제언","http://www.gokorea.kr/news/articleView.html?idxno=717650"
"2022.01.01","이코노뉴스","뉴욕증시, 오미크론 변이 확산 우려과 차익실현 매물에 하락, 애플 등 기술주 약세, 테슬라 1%대 하락-월마트 1%대 상승","http://www.econonews.co.kr/news/articleView.html?idxno=231197"
"2022.01.01","핀포인트뉴스","다우지수· 나스닥지수 이틀 연속 하락... 테슬라 필라델피아반도체지수 '휘청'","http://www.pinpointnews.co.kr/view.php?ud=202201010647296035861beb2d9d_45"
"2022.01.01","중앙SUNDAY","실시간 홀로그램, 촉감 느끼는 장갑…메타버스 시대 가속","https://www.joongang.co.kr/article/25037324"
"2022.01.01","테크M","[크립토 연간 브리핑] '롤러코스터'탄 가상자산, 2021년은 상승으로 마무리...지난해 주요이슈 총정리","https://www.techm.kr/news/articleView.html?idxno=92706"
"2022.01.01","데일리카","[김필수 칼럼] 자율주행차의 핵심 기술..과연 누가 주도할까?","http://www.dailycar.co.kr/content/news.html?type=view&autoId=42317"
"2022.01.01","더구루","세계에서 가장 큰 車공장 3곳은?","https://www.theguru.co.kr/news/article.html?no=29805"
"2022.01.01","초이스경제","2021 마지막 날...미국증시 나스닥100 '하락', 모더나 '상승' vs 메타·테슬라·재택주 '하락'","http://www.choicenews.co.kr/news/articleView.html?idxno=87722"
"2022.01.01","더구루","[여의옥] 루시드, 고성능 전기차 'GT3' 렌더링 이미지 공개","https://www.theguru.co.kr/news/article.html?no=29722"
"2022.01.01","블로터","[넘버스]포스코의 길 그리고 최정우 회장의 시간","http://www.bloter.net/newsView/blt202201010001"
"2022.01.01","한경비즈니스","바이든 “오미크론 영향 제한적…코로나19 패닉 필요 없어”","https://magazine.hankyung.com/business/article/202112277552b"
"2022.01.01","민주신문","[2022 전기차 대전] 국산차 vs. 수입차 '박빙' 승부","http://www.iminju.net/news/articleView.html?idxno=76662"
"2022.01.01","모터트렌드 코리아","모터트렌드 月刊 유튜브","https://www.motortrendkorea.com/sub/view.html?no=6320&cate1Name=ISSUE"
"2022.01.01","한국경제","코인 대박, 암호화폐 선택에 달렸다","https://www.hankyung.com/economy/article/202112305747i"
"2022.01.01","조선일보","판교가 대전 부산 강원 제주 대구에도 생겼다","https://www.chosun.com/economy/tech_it/2022/01/01/2JJOJ6AG35GDDGOAWQZNJIUZHM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.01.01","뉴스1","뉴욕증시 20% 넘는 강세장 재현할까…빅테크 규제 주목","https://www.news1.kr/articles/?4540820"
"2022.01.01","주간동아","몰빵 투자로 5년간 55억 번 소아과 전문의 성현우","https://weekly.donga.com/3/all/11/3116431/1"
"2022.01.01","뉴시스","커피부터 BMW까지…생태계 넓히는 '페이코인'[일상 속 코인①]","http://www.newsis.com/view/?id=NISX20211229_0001705183&cID=10401&pID=10400"
"2022.01.01","스포츠경향","애플, 아마존, 네플릭스, 줌 등 세계 글로벌 브랜드, 스포츠 비즈니스 적극 참여","http://sports.khan.co.kr/news/sk_index.html?art_id=202201012022003&sec_id=530101&pt=nv"
"2022.01.01","조선일보","[아무튼, 주말] 한국에서도 베이조스 같은 ‘우주 덕후’ 나올까","https://www.chosun.com/national/weekend/2022/01/01/K36A74AHJBAONE3NSLKQKOAP3E/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.01.01","이데일리","[다름이 답이다]튀거나 죽거나…글로벌 1위의 '다름 DNA'","http://www.edaily.co.kr/news/newspath.asp?newsid=01197206632193456"
"2022.01.01","머니S","[뉴욕증시] 마지막날 하락 마감… 로블록스·허츠는↑","http://moneys.mt.co.kr/news/mwView.php?no=2022010108088095379"
"2022.01.01","아시아경제","""중고시장서도 전기차는 인기"" 거래량 200% 증가","https://view.asiae.co.kr/article/2021123118512040146"
"2022.01.01","연합뉴스","뉴욕증시, 2021년 마지막 거래일 보합권 출발","http://yna.kr/AKR20220101000300009?did=1195m"
"2022.01.01","더팩트","뉴욕증시 2021년 마지막날 소폭 하락...그래도 S&P 500은 연간 27% 상승","http://news.tf.co.kr/read/economy/1909707.htm"
"2022.01.01","조선일보","“거품 낀 세계경제, 또다른 충격 온다” vs “美 증시 20% 이상 오른다”","https://www.chosun.com/economy/int_economy/2022/01/01/FBYX6JPBVVA3PB3F64TENM62OQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.01.01","오피니언뉴스","[오늘의 글로벌마켓] 뉴욕증시, 마지막날 하락했지만 놀라웠던 한 해","http://www.opinionnews.co.kr/news/articleView.html?idxno=59687"
"2022.01.01","아주경제","컨테이너운임 5000달러 돌파… '흠슬라' 영광 다시 되찾나","https://www.ajunews.com/view/20220101120916791"
"2022.01.01","아주경제","[뉴욕증시 마감] 올해 마지막 거래일 일제히 하락…연간으로는 상승","https://www.ajunews.com/view/20220101081751763"
"2022.01.01","이투데이","[상보] 뉴욕증시, 마지막 거래일에 하락...연간 두 자릿 수 상승률","https://www.etoday.co.kr/news/view/2092305"
"2022.01.01","위키트리","2021년 사람들이 네이버 국어사전에 가장 많이 검색한 '단어 1위'는?","https://www.wikitree.co.kr/articles/721003"
"2022.01.01","IT조선","[中원자재 리스크] ①車·철강 전략물자 '알루미늄·마그네슘' 99% 중국 의존","http://it.chosun.com/site/data/html_dir/2021/12/31/2021123101102.html"
"2022.01.01","뉴스핌","[뉴욕증시] 올해 마지막 거래일 일제히 하락 마감","http://www.newspim.com/news/view/20220101000030"
"2022.01.01","이코노믹리뷰","[책 속 한 대목] ""고객 가치, 이미 'ESG 지향적'으로 변화""","http://www.econovill.com/news/articleView.html?idxno=560598"
"2022.01.01","IT조선","[뉴스브리핑] 1월 1일…2022년 신년사·한국 기업 CES행·스토익엔터 30억 투자 유치","http://it.chosun.com/site/data/html_dir/2021/12/31/2021123101508.html"
"2022.01.01","글로벌이코노믹","[뉴욕증시] 3대 지수 하락 속 태양광주 강세","http://www.g-enews.com/ko-kr/news/article/news_all/202201010627054730be84d87674_1/article.html"
"2022.01.01","엠투데이","'전기차 붐' 세계 車업체 가치, 2년 만에 3조 달러로 3배 폭증","http://www.autodaily.co.kr/news/articleView.html?idxno=431140"
"2022.01.01","연합인포맥스","<뉴욕마켓워치> 2021년 마지막날…주식·달러↓채권↑","http://news.einfomax.co.kr/news/articleView.html?idxno=4191609"
"2022.01.01","투데이신문","[2021 형광펜] 바뀌고·변하고·달라지고 '격변의 2021'…키워드는 'Fast Change'","http://www.ntoday.co.kr/news/articleView.html?idxno=82159"
"2022.01.01","천지일보","김대종 세종대 교수 ""기업하기 좋은 나라 만들자""","http://www.newscj.com/news/articleView.html?idxno=937095"
"2022.01.01","시사저널이코노미","[Weekly Coin]비트코인, 반짝 반등 이후 하락세 지속···일론 머스크 '코인 띄우기' 여전","http://www.sisajournal-e.com/news/articleView.html?idxno=248412"
"2022.01.01","경향신문","NFT, 미래 먹거리일까? 미술계 ‘의견 분분’ [기획 ①]","https://www.khan.co.kr/life/life-general/article/202201010800001"
"2022.01.01","더구루","""새해 주가 40% 이상 오른다""…'10달러 미만' 美 증시 전기차株 3인방","https://www.theguru.co.kr/news/article.html?no=29749"
"2022.01.01","산업일보","반도체 수급난이 불러온 車 산업 생태계 변화…“선제적 대응 필요”","http://www.kidd.co.kr/news/225388"
"2022.01.01","중앙SUNDAY","미래 세상 공존할 ‘신인류’ 가상 인간이 온다","https://www.joongang.co.kr/article/25037313"
"2022.01.01","블록체인밸리","후오비 거래소, 일론 머스크의 밈코인 도지론 마스(ELON) 상장 발표 외 암호화폐·가상통화 뉴스와이어 [블록체인 외신 뉴스브리핑]","http://www.fintechpost.co.kr/news/articleView.html?idxno=151246"
"2022.01.01","블록체인밸리","후오비 거래소, 일론 머스크의 밈코인 도지론 마스(ELON) 상장 발표 외 암호화폐·가상통화 뉴스와이어 [블록체인 외신 뉴스브리핑]","http://www.fintechpost.co.kr/news/articleView.html?idxno=151246"
"2022.01.01","글로벌경제","[2022 블록체인 시대 본격화①] 올해 핵심 키워드 'NFT', 풀어야할 숙제는?","http://www.getnews.co.kr/news/articleView.html?idxno=566532"
"2022.01.01","이코노믹리뷰","[북앤북] ""ESG 혁명 시대, 글로벌 기업 대응법은?""","http://www.econovill.com/news/articleView.html?idxno=560608"
"2022.01.01","에너지경제","[신년기획/재계 新지형도] 배터리 장착한 LG, 전장 사업으로 달린다","https://www.ekn.kr/web/view.php?key=20211217010002874"
"2022.01.01","핀포인트뉴스","[2022전망-가상화폐업] 웹 3.0과 다오(DAO)의 시대가 온다","http://www.pinpointnews.co.kr/view.php?ud=20211231102045339a029d22e5e_45"
"2022.01.01","코인리더스","도지코인 개발자 ""올해 암호화폐 가격, 롤러코스터 탈 것""","http://coinreaders.com/18150"
"2022.01.01","더구루","새해 기대되는 전기차…GV60·리비안·폴스타3","https://www.theguru.co.kr/news/article.html?no=29799"
"2022.01.01","코인리더스","'세계 1위 부호' 머스크, 도지코인 지지 재천명...""비트코인보다 사용성 우수""","http://coinreaders.com/18161"
"2022.01.01","테크M","[글로벌] 일론 머스크 ""우주에 수백억개 위성 가능""...연일 곤욕 치르는 스페이스X","https://www.techm.kr/news/articleView.html?idxno=92695"
"2022.01.01","더구루","실시간 지리정보 플랫폼 '블랙스카이', 호주로 영토 확장","https://www.theguru.co.kr/news/article.html?no=29702"
"2022.01.01","한국경제TV","미국증시 마지막날 하락…'무더기 리콜' 테슬라 휘청","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202201010004&t=NN"
"2022.01.01","중소기업신문","뉴욕증시, 마지막 거래일 하락세…테슬라 1%↓","http://www.smedaily.co.kr/news/articleView.html?idxno=222054"
"2022.01.01","조세일보","뉴욕 증시 2021년 마지막 거래일 '휘청'","http://www.joseilbo.com/news/news_read.php?uid=442555&class=42&grp="
"2022.01.01","연합뉴스","뉴욕증시, 2021년 마지막 거래일 하락…다우지수 0.16%↓ 마감","http://yna.kr/AKR20220101008500009?did=1195m"
"2022.01.01","매일경제","뉴욕증시, 2021년 마지막 거래일 하락…나스닥 0.61%↓ 마감","http://news.mk.co.kr/newsRead.php?no=411&year=2022"
"2022.01.01","서울와이어","뉴욕증시, 2021년 마지막 거래일 하락 마감","http://www.seoulwire.com/news/articleView.html?idxno=458646"
"2022.01.01","서울파이낸스","뉴욕증시, 마지막 거래일 약보합 마감···연간 S&P 27%↑·나스닥21%↑","http://www.seoulfn.com/news/articleView.html?idxno=442799"
"2022.01.01","연합인포맥스","뉴욕증시, 2021년 마지막 거래일 하락…다우지수 0.16%↓ 마감","http://news.einfomax.co.kr/news/articleView.html?idxno=4191608"
"2022.01.01","청년일보","""아듀 2021년""...뉴욕증시, 하락마감","http://www.youthdaily.co.kr/news/article.html?no=89576"
"2022.02.24","한국경제","'칠백슬라' 된 테슬라…분할매수의 시간?","https://www.hankyung.com/finance/article/2022022474041"
"2022.02.24","뉴스1","‘우크라 위기’ 테슬라 7%-리비안 8% 美전기차주 일제 급락(종합)","https://www.news1.kr/articles/?4595000"
"2022.02.24","머니투데이","테슬라, 떨어져 샀더니 4일간 17% 급락…서학개미 멘탈 '흔들'","http://news.mt.co.kr/mtview.php?no=2022022413151418780"
"2022.02.24","매경이코노미","테슬라 7% 급락하며 '칠백슬라'로...우크라 영향? 머스크 리스크?","https://www.mk.co.kr/economy/view/2022/177330"
"2022.02.24","조선비즈","한국이 ‘봉’인가… 테슬라·폴스타, 슬쩍 주행거리 바꾸고 옵션 축소","https://biz.chosun.com/industry/car/2022/02/24/WTJTRCBQGJEIXM5LTWMMFFWDNU/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.02.24","매일경제","충전 속도 가장 빠른 전기차는? 테슬라 아니라는데…","http://news.mk.co.kr/newsRead.php?no=178904&year=2022"
"2022.02.24","YTN","""테슬라 4년간 도어 관련 결함 1,870건...모델S 최다""","https://www.ytn.co.kr/_ln/0102_202202241505384428"
"2022.02.24","디지털데일리","""테슬라 따라하지 않을 것"" 포드, 전기차 기업분할 안하다… 이유는?","https://www.ddaily.co.kr/news/article.html?no=232046"
"2022.02.24","서울경제","테슬라 급락에 韓배터리주 털썩…LG엔솔 시총 100조 붕괴","https://www.sedaily.com/NewsView/2629MKYLQ2"
"2022.02.24","글로벌이코노믹","테슬라, 美청정공기법 위반 벌금 3억3000만원 합의","http://www.g-enews.com/ko-kr/news/article/news_all/20220224092807414593bf579e81_1/article.html"
"2022.02.24","머니투데이","러·우크라 불안에 '연중최저'...테슬라 800弗하회[뉴욕마감](종합)","http://news.mt.co.kr/mtview.php?no=2022022407412097037"
"2022.02.24","글로벌이코노믹","테슬라, 美청정공기법 위반 벌금 3억3000만원 합의","http://www.g-enews.com/ko-kr/news/article/news_all/20220224092807414593bf579e81_1/article.html"
"2022.02.24","한국경제TV","뉴욕증시, 우크라 전면전 우려에 연중최저…테슬라 7%↓ [출근전 꼭 글로벌브리핑]","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202240008&t=NN"
"2022.02.24","초이스경제","美 테슬라 '급락' 이어...국내 2차전지주, '장중 주가 하락'","http://www.choicenews.co.kr/news/articleView.html?idxno=89161"
"2022.02.24","중소기업신문","우크라 사태에 뉴욕증시 또 하락…테슬라 7%↓","http://www.smedaily.co.kr/news/articleView.html?idxno=225151"
"2022.02.24","더팩트","뉴욕증시, 우크라 우려에 또 하락…테슬라 7%↓","http://news.tf.co.kr/read/economy/1920680.htm"
"2022.02.24","소비자가 만드는 신문","AS센터 달랑 9곳, 사설 수리 불허...테슬라 AS갑질에 소비자들 부글부글","http://www.consumernews.co.kr/news/articleView.html?idxno=643967"
"2022.02.24","글로벌경제","[데이터경제] 테슬라, 성장속도 둔화하나...독일 기가팩토리 계획 차질","http://www.getnews.co.kr/news/articleView.html?idxno=573872"
"2022.02.24","조선비즈","[마켓뷰] ‘포성에 사라는 주식’... 그러나 외국인은 던졌고, 코스피는 퍼렇게 질렸다","https://biz.chosun.com/stock/market_trend/2022/02/24/LRCL2KH2R5GMHGK2PO44N6MO5A/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.02.24","뉴스1","[속보] 우크라 위기+백악관과 갈등, 테슬라 7% 급락","https://www.news1.kr/articles/?4594987"
"2022.02.24","더구루","테슬라 상하이 공장 가동률 끌어 올린다…대규모 인력 고용","https://www.theguru.co.kr/news/article.html?no=31838"
"2022.02.24","베타뉴스","테슬라 모델 Y, 2022년 카스닷컴 최고 전기차에 선정…2위는 포드 머스탱 마하-E","http://www.betanews.net:8080/article/1311473.html"
"2022.02.24","더구루","테슬라 '타이어 공기압 조절' 특허 취득…세미 채용 이목","https://www.theguru.co.kr/news/article.html?no=31809"
"2022.02.24","SBS Biz","[또, 오해경!] 우크라이나 정부·은행 홈페이지 사이버 공격당해","https://biz.sbs.co.kr/article_hub/20000052048?division=NAVER"
"2022.02.24","뉴스투데이","[N2 모닝 경제 브리핑-2월 24일] 美 증시, 우크라 전쟁 공포 속 하락...테슬라·리비안·루시드↓","https://www.news2day.co.kr/article/20220223500357"
"2022.02.24","직썰","테슬라 일론 머스크 '열애설'…상대는 '23세 연하' 배우 나타샤 바셋","http://www.ziksir.com/news/articleView.html?idxno=21409"
"2022.02.24","머니S","[뉴욕증시] 우크라 긴장 고조·디도스 공격까지… 나스닥, 2.57%↓","http://moneys.mt.co.kr/news/mwView.php?no=2022022407158019666"
"2022.02.24","아시아경제","우크라 사태·Fed 긴축 여파에…'최고 부자' 머스크 재산 2000억달러 아래로","https://view.asiae.co.kr/article/2022022410515435683"
"2022.02.24","글로벌이코노믹","中 중고차 가격 급등…테슬라 모델Y 중고가, 신차 앞질러","http://www.g-enews.com/ko-kr/news/article/news_all/2022022416285094539a1f309431_1/article.html"
"2022.02.24","이투데이","머스크 “법무부 공매도 조사 환영...SEC가 했어야할 일”","https://www.etoday.co.kr/news/view/2108802"
"2022.02.24","글로벌경제","테슬라 7% 엔비디아 4.3% 급락...대형기술주 성장주 하락 지속","http://www.getnews.co.kr/news/articleView.html?idxno=573838"
"2022.02.24","디지털데일리","미 증시 급락… 러 사태에 반도체 직격탄 ‧ 테슬라도 800달러선 붕괴","https://www.ddaily.co.kr/news/article.html?no=231998"
"2022.02.24","국민일보","이제 ‘칠백슬라’… 머스크도 일조한 하락 [3분 미국주식]","http://news.kmib.co.kr/article/view.asp?arcid=0016804603&code=61141211&cp=nv"
"2022.02.24","핀포인트뉴스","테슬라·리비안·루시드 '패닉셀'…뉴욕증시 '휘청'","http://www.pinpointnews.co.kr/view.php?ud=202202240631441770cd1e7f0bdf_45"
"2022.02.24","한국금융신문","뉴욕증시, 우크라이나 위기 고조에 일제히 하락…테슬라 7%↓","http://www.fntimes.com/html/view.php?ud=20220224073136769839eda125bc_18"
"2022.02.24","조선비즈","‘脫삼성전자’ 선언 삼성전기, 中 샤오미 거래 매출 첫 1조원 넘어","https://biz.chosun.com/it-science/ict/2022/02/24/GVROBHTZA5EPRJKDKTV57YD6GQ/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.02.24","서울경제","미·러 첨예한 대립 속에서도 증시 상승에 배팅한 투자자들 [서학개미는 지금]","https://www.sedaily.com/NewsView/2629L32NDX"
"2022.02.24","내외경제tv","美증시, 러시아-우크라 전쟁 임박에 '와르르'…테슬라·리비안 '충격'","https://www.nbntv.co.kr/news/articleView.html?idxno=956905"
"2022.02.24","뉴스투데이","[투자의窓] 서학개미 15조 보유 테슬라, 바닥 밑에 지하실 실감 우크라아니 전쟁 여파 개장전 700달러 깨져","https://www.news2day.co.kr/article/20220224500321"
"2022.02.24","SBS Biz","[글로벌 비즈 브리핑] 유로존 1월 CPI 확정치 역대 최고","https://biz.sbs.co.kr/article_hub/20000051996?division=NAVER"
"2022.02.24","핀포인트뉴스","뉴욕증시, 시총 상위종목 급락...애플 2.59%↓ 테슬라 7% '폭락'","http://www.pinpointnews.co.kr/view.php?ud=20220224063546673946086bc60b_45"
"2022.02.24","글로벌이코노믹","[뉴욕증시] 우크라 전면전 공포 장 막판에 '털석'...다우 연중 최저-테슬라 7% 폭락","http://www.g-enews.com/ko-kr/news/article/news_all/202202240622401427be84d87674_1/article.html"
"2022.02.24","디지털투데이","폭스바겐 CEO ""라이다는 자율주행 필수 장치""","http://www.digitaltoday.co.kr/news/articleView.html?idxno=435336"
"2022.02.24","핀포인트뉴스","다우· 나스닥 5거래일 연속 '뚝'... 테슬라 폭락에 삼성SDI LG화학 SK이노베이션 등 직격탄?","http://www.pinpointnews.co.kr/view.php?ud=202202240656278719861beb2d9d_45"
"2022.02.24","뉴스퀘스트","러시아-우크라 '전쟁 임박'에 뉴욕 증시 연일 약세…테슬라·애플·MS 급락","http://www.newsquest.co.kr/news/articleView.html?idxno=93730"
"2022.02.24","시사위크","전기차 주행가능거리 '상온 기준'만 표기… 소비자 기만","http://www.sisaweek.com/news/articleView.html?idxno=151338"
"2022.02.24","SBS Biz","[글로벌 비즈] EU, 소비자-기업 간 데이터 공유 촉진 규정 제안하며 빅테크 기업 정조준","https://biz.sbs.co.kr/article_hub/20000052012?division=NAVER"
"2022.02.24","초이스경제","뉴욕증시 마감 40분전...4대지수·테슬라·모더나·AMD·애플 '급락', S&P에너지섹터 '홀로 상승'","http://www.choicenews.co.kr/news/articleView.html?idxno=89143"
"2022.02.24","모터트렌드 코리아","전기차 시대 리더십, 누가 잡을 것인가?","https://www.motortrendkorea.com/sub/view.html?no=6506&cate1Name=ELECTRICAR"
"2022.02.24","매일경제","배터리 업계서 '싼 게 비지떡' 틀린 말?…중국 '가성비 배터리' 사용량 200%↑","http://news.mk.co.kr/newsRead.php?no=179331&year=2022"
"2022.02.24","MBC","뉴욕증시, 우크라 위기 고조에 일제히 하락","https://imnews.imbc.com/replay/2022/nwtoday/article/6344416_35752.html"
"2022.02.24","글로벌경제","머스크재산, 올들어 8조6000억원 날라가...여전히 세계부호 1위","http://www.getnews.co.kr/news/articleView.html?idxno=573892"
